job_id,company_name,job_task_str,job_task_vec,job_task_codevec,job_task_codestr,job_creat,job_applyon,job_applyoff,job_experience,job_education,job_regular,job_irregular,job_intern,job_period,job_trans,company_foundedyear,job_quota,applicants_total,applicants_male,applicants_female,applicants_age_25below,applicants_age_2630,applicants_age_3135,applicants_age_3640,applicants_age_4145,applicants_age_46above,applicants_edu_nohs,applicants_edu_hs,applicants_edu_sclg,applicants_edu_clg,applicants_edu_grd,company_type_eng,company_type_cat,Industry_Standardized,company_province,company_city,job_field_cat,job_field_catname,job_pay_lower,job_pay_upper,job_weekday,job_dayon,job_dayoff,benefit_insurance_national,benefit_insurance_health,benefit_insurance_employ,benefit_insurance_injury,benefit_insurance_retire,benefit_bonus_retire,benefit_bonus_overtime,benefit_bonus_performance,benefit_bonus_seniority,benefit_bonus_support,benefit_holiday_annual,benefit_holiday_family,benefit_holiday_mother,benefit_holiday_father,benefit_holiday_sick,benefit_edu,benefit_food,benefit_live,benefit_transport
47070705,오페라 성형외과 의원,Beauty_Skin_Esthetics|Nursing_Support_Assistance|Dermatology_Medical_Esthetics_Dept|Surgical_Preparation_Assistance|Patient_Management_Basic_Nursing,"['Beauty_Skin_Esthetics', 'Nursing_Support_Assistance', 'Dermatology_Medical_Esthetics_Dept', 'Surgical_Preparation_Assistance', 'Patient_Management_Basic_Nursing']","[1, 22, 4, 32, 25]",1|22|4|32|25,2025-06-02,2025-06-02,2025-07-02,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Seocho,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47041529,의료법인 대아의료재단,Nursing_Assessment_Planning|Medical_Testing_Diagnostics,"['Nursing_Assessment_Planning', 'Medical_Testing_Diagnostics']","[21, 19]",21|19,2025-05-27,2025-05-27,2025-06-26,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gyeonggi-do,Ansan,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47062052,서울특별시 서남병원,,[],[],,2025-05-30,2025-05-30,2025-06-09,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47056060,새희망병원,,[],[],,2025-05-29,2025-05-29,2025-06-28,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47055789,LG에너지솔루션,Record_Document_Management|Other_Unclassified|Administration_Clerical_Support,"['Record_Document_Management', 'Other_Unclassified', 'Administration_Clerical_Support']","[30, 23, 0]",30|23|0,2025-05-29,2025-05-29,2025-06-08,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Chungcheongbuk-do,Cheongju,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47064643,퍼피즌동물병원,Veterinary_Animal_Care|Inventory_Supply_Management|Environment_Safety_Cleaning_Mgmt,"['Veterinary_Animal_Care', 'Inventory_Supply_Management', 'Environment_Safety_Cleaning_Mgmt']","[35, 16, 7]",35|16|7,2025-05-30,2025-05-30,2025-06-29,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Animal_Pet,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47070382,근로복지공단,Medical_Testing_Diagnostics,['Medical_Testing_Diagnostics'],[19],19,2025-06-02,2025-05-30,2025-06-09,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Daejeon,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47079074,독일하트의원,Patient_Management_Basic_Nursing|Medical_Testing_Diagnostics|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Medical_Testing_Diagnostics', 'Nursing_Support_Assistance']","[25, 19, 22]",25|19|22,2025-06-04,2025-06-04,2025-07-04,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Seoul,Mapo,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46922027,제이앤성형외과의원,Patient_Management_Basic_Nursing,['Patient_Management_Basic_Nursing'],[25],25,2025-05-08,2025-05-08,2025-06-08,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46984935,완도대성병원,Catering_Nutrition_Management|Patient_Management_Basic_Nursing,"['Catering_Nutrition_Management', 'Patient_Management_Basic_Nursing']","[2, 25]",2|25,2025-05-19,2025-05-19,2025-06-30,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Jeollanam-do,Wando,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46964283,의료법인가평의료재단 첨단THE선요양병원,,[],[],,2025-05-14,2025-05-14,2025-06-13,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46829607,눈이튼튼동물병원,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-04-19,2025-04-19,2025-06-18,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Animal_Pet,Gyeonggi-do,Suwon,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46979332,상도힐링 동물병원,Veterinary_Animal_Care|Environment_Safety_Cleaning_Mgmt|Surgical_Preparation_Assistance|Record_Document_Management|Administration_Clerical_Support,"['Veterinary_Animal_Care', 'Environment_Safety_Cleaning_Mgmt', 'Surgical_Preparation_Assistance', 'Record_Document_Management', 'Administration_Clerical_Support']","[35, 7, 32, 30, 0]",35|7|32|30|0,2025-05-16,2025-05-16,2025-06-15,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Animal_Pet,Seoul,Dongjak,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47052108,닥터 손유나 의원,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-05-29,2025-05-29,2025-06-28,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47073507,혜명심의료재단,Patient_Management_Basic_Nursing,['Patient_Management_Basic_Nursing'],[25],25,2025-06-02,2025-06-02,2025-06-13,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Ulsan,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47085563,덕계효성의집㈜야간보호),Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-06-04,2025-06-04,2025-07-04,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Gyeongsangnam-do,Yangsan,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47051000,인성병원,,[],[],,2025-05-29,2025-05-29,2025-07-28,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gangwon-do,Chuncheon,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47040454,㈜토브메디컬,Patient_Management_Basic_Nursing|Emergency_Response_CPR,"['Patient_Management_Basic_Nursing', 'Emergency_Response_CPR']","[25, 6]",25|6,2025-05-27,2025-05-27,2025-06-26,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Finance_Insurance,Gyeonggi-do,Ansan,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46893845,석정웰파크병원,Medical_Testing_Diagnostics,['Medical_Testing_Diagnostics'],[19],19,2025-04-30,2025-04-30,2070-01-01,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Jeollabuk-do,Gochang,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46989716,"다솜에듀,골든타임구조단",Education_Training|Emergency_Response_CPR,"['Education_Training', 'Emergency_Response_CPR']","[5, 6]",5|6,2025-05-19,2025-05-19,2025-07-18,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Education,Busan,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46986015,대한 구조 봉사회,Patient_Management_Basic_Nursing|Emergency_Response_CPR,"['Patient_Management_Basic_Nursing', 'Emergency_Response_CPR']","[25, 6]",25|6,2025-05-19,2025-05-19,2025-06-18,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Gyeonggi-do,Uijeongbu,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47069413,비더뉴의원,Dermatology_Medical_Esthetics_Dept|Surgical_Preparation_Assistance,"['Dermatology_Medical_Esthetics_Dept', 'Surgical_Preparation_Assistance']","[4, 32]",4|32,2025-06-02,2025-06-02,2025-06-14,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47003616,서울현병원,,[],[],,2025-05-21,2025-05-21,2025-06-20,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47045564,엠서클,Teaching_Material_Instructional_Design|Education_Training,"['Teaching_Material_Instructional_Design', 'Education_Training']","[33, 5]",33|5,2025-05-28,2025-05-28,2025-06-10,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Finance_Insurance,Gyeonggi-do,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46931764,강남베드로병원,,[],[],,2025-05-09,2025-05-09,2025-06-08,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46989707,"다솜에듀,골든타임구조단",Education_Training|Emergency_Response_CPR,"['Education_Training', 'Emergency_Response_CPR']","[5, 6]",5|6,2025-05-19,2025-05-19,2025-07-18,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Education,Ulsan,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46826378,드림성형외과의원,Beauty_Skin_Esthetics|Dermatology_Medical_Esthetics_Dept|Surgical_Preparation_Assistance,"['Beauty_Skin_Esthetics', 'Dermatology_Medical_Esthetics_Dept', 'Surgical_Preparation_Assistance']","[1, 4, 32]",1|4|32,2025-04-18,2025-04-18,2025-06-17,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47059691,새광명요양보호사교육원,Education_Training,['Education_Training'],[5],5,2025-05-30,2025-05-30,2025-06-29,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Education,Gyeonggi-do,Gwangmyeong,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47038506,(의)롯데의료재단 보바스병원,Quality_Management_Compliance,['Quality_Management_Compliance'],[29],29,2025-05-27,2025-05-27,2025-06-26,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gyeonggi-do,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47058824,의료법인 보광의료재단 속초보광병원,,[],[],,2025-05-30,2025-05-30,2025-06-12,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gangwon-do,Sokcho,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47092176,늘편안 하내과,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-06-05,2025-06-05,2070-01-01,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46975642,플레이트의원,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-05-16,2025-05-16,2025-07-15,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46978234,삼성안과의원,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-05-19,2025-05-16,2025-06-15,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Seoul,Songpa,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46928518,김종서성형외과,,[],[],,2025-05-08,2025-05-08,2025-06-07,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47079423,㈜마이아이덴티티,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-06-04,2025-06-04,2025-07-04,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Construction_RealEstate,Gyeonggi-do,Siheung,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47095507,애드포지션,PR_Marketing_NewMedia_Content|Hospital_Management_Operations|Project_Management_RnD,"['PR_Marketing_NewMedia_Content', 'Hospital_Management_Operations', 'Project_Management_RnD']","[24, 12, 28]",24|12|28,2025-06-05,2025-06-05,2025-07-05,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Dongdaemun,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47059621,한국보훈복지의료공단,,[],[],,2025-05-30,2025-05-29,2025-06-12,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Gangwon-do,Wonju,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47077349,지금동물병원,Veterinary_Animal_Care,['Veterinary_Animal_Care'],[35],35,2025-06-03,2025-06-03,2070-01-01,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Animal_Pet,Gyeonggi-do,Namyangju,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47035299,최피부과의원,Beauty_Skin_Esthetics|Record_Document_Management|Administration_Clerical_Support,"['Beauty_Skin_Esthetics', 'Record_Document_Management', 'Administration_Clerical_Support']","[1, 30, 0]",1|30|0,2025-05-26,2025-05-26,2025-07-25,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Gyeonggi-do,Seongnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47054580,강남구립행복요양병원,Record_Document_Management|IT_Systems_Data_Analysis,"['Record_Document_Management', 'IT_Systems_Data_Analysis']","[30, 13]",30|13,2025-05-29,2025-05-29,2025-06-28,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47092272,강남에프엠의원,,[],[],,2025-06-05,2025-06-05,2025-07-05,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46899455,자생한방병원,,[],[],,2025-05-02,2025-05-02,2025-07-01,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46981785,소다 성형외과 의원,Patient_Management_Basic_Nursing|Nursing_Support_Assistance|Surgical_Preparation_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance', 'Surgical_Preparation_Assistance']","[25, 22, 32]",25|22|32,2025-05-17,2025-05-17,2025-06-16,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Seocho,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47052086,모래시계의원,Patient_Management_Basic_Nursing|Nursing_Support_Assistance|Surgical_Preparation_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance', 'Surgical_Preparation_Assistance']","[25, 22, 32]",25|22|32,2025-05-29,2025-05-29,2025-06-28,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Seocho,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47089899,인천세종병원,Quality_Management_Compliance,['Quality_Management_Compliance'],[29],29,2025-06-05,2025-06-05,2025-06-20,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Incheon,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46942595,아이케이성형외과의원,Nursing_Support_Assistance|Surgical_Preparation_Assistance,"['Nursing_Support_Assistance', 'Surgical_Preparation_Assistance']","[22, 32]",22|32,2025-05-12,2025-05-12,2025-06-11,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Seocho,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47036010,의료법인 자인의료재단 더자인병원,Medical_Testing_Diagnostics,['Medical_Testing_Diagnostics'],[19],19,2025-05-27,2025-05-27,2025-06-26,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gyeonggi-do,Goyang,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47046793,새빛요양간호재가복지센터,Home_Community_Nursing,['Home_Community_Nursing'],[11],11,2025-05-28,2025-05-28,2025-06-27,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Seoul,Songpa,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47080121,예미원 피부과,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-06-04,2025-06-04,2025-07-04,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47083904,㈜제니엘 잡스카이컨설팅센터,Infection_Control_Sterilization,['Infection_Control_Sterilization'],[14],14,2025-06-04,2025-06-04,2025-07-04,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gangwon-do,Donghae,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47072603,피팅의원,Beauty_Skin_Esthetics|Patient_Management_Basic_Nursing|Nursing_Support_Assistance|Dermatology_Medical_Esthetics_Dept,"['Beauty_Skin_Esthetics', 'Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance', 'Dermatology_Medical_Esthetics_Dept']","[1, 25, 22, 4]",1|25|22|4,2025-06-02,2025-06-02,2025-07-02,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47072778,㈜129응급환자이송단,Patient_Management_Basic_Nursing|Emergency_Response_CPR,"['Patient_Management_Basic_Nursing', 'Emergency_Response_CPR']","[25, 6]",25|6,2025-06-02,2025-06-02,2025-07-02,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Incheon,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47068716,인성병원,Surgical_Preparation_Assistance,['Surgical_Preparation_Assistance'],[32],32,2025-06-02,2025-06-02,2025-07-31,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gangwon-do,Chuncheon,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47083106,새광명요양보호사교육원,Education_Training,['Education_Training'],[5],5,2025-06-04,2025-06-04,2025-07-04,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Education,Gyeonggi-do,Gwangmyeong,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46932630,본아이성형외과의원,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-05-09,2025-05-09,2025-07-08,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Seocho,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47047771,기린성형외과의원,,[],[],,2025-05-28,2025-05-28,2025-06-27,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46951743,메리성형외과의원,Beauty_Skin_Esthetics|Nursing_Support_Assistance|Dermatology_Medical_Esthetics_Dept|Surgical_Preparation_Assistance|Patient_Management_Basic_Nursing|Sales_Business_Development,"['Beauty_Skin_Esthetics', 'Nursing_Support_Assistance', 'Dermatology_Medical_Esthetics_Dept', 'Surgical_Preparation_Assistance', 'Patient_Management_Basic_Nursing', 'Sales_Business_Development']","[1, 22, 4, 32, 25, 31]",1|22|4|32|25|31,2025-05-13,2025-05-13,2070-01-01,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47080432,대한적십자사,Injection_BloodDraw_Infusion,['Injection_BloodDraw_Infusion'],[15],15,2025-06-04,2025-05-30,2025-06-16,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Gyeonggi-do,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47011818,윤진호정형외과의원,Quality_Management_Compliance|Medical_Billing_Insurance,"['Quality_Management_Compliance', 'Medical_Billing_Insurance']","[29, 17]",29|17,2025-05-22,2025-05-22,2025-06-21,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Jeju,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47061557,롯데케미칼 주식회사,Nursing_Assessment_Planning|Emergency_Response_CPR,"['Nursing_Assessment_Planning', 'Emergency_Response_CPR']","[21, 6]",21|6,2025-05-30,2025-05-30,2025-06-08,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Manufacturing,Gyeonggi-do,Gunpo,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46998241,(재)한국의학연구소 강남분사무소,Project_Management_RnD|Patient_Management_Basic_Nursing|Medical_Testing_Diagnostics|Nursing_Support_Assistance,"['Project_Management_RnD', 'Patient_Management_Basic_Nursing', 'Medical_Testing_Diagnostics', 'Nursing_Support_Assistance']","[28, 25, 19, 22]",28|25|19|22,2025-05-20,2025-05-20,2025-06-19,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47091311,청아연의원,Beauty_Skin_Esthetics|Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Beauty_Skin_Esthetics', 'Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[1, 25, 22]",1|25|22,2025-06-05,2025-06-05,2025-07-05,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Other,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47096088,강원대학교,,[],[],,2025-06-06,2025-06-05,2025-06-12,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Gangwon-do,,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46919394,프리모리스인터내셔널,PR_Marketing_NewMedia_Content|Education_Training,"['PR_Marketing_NewMedia_Content', 'Education_Training']","[24, 5]",24|5,2025-05-07,2025-05-07,2025-06-09,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Education,Seoul,Gangnam,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47074184,코디성형외과,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-06-02,2025-06-02,2025-07-01,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Seocho,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47048748,린여성병원,Patient_Management_Basic_Nursing|Nursing_Support_Assistance,"['Patient_Management_Basic_Nursing', 'Nursing_Support_Assistance']","[25, 22]",25|22,2025-05-28,2025-05-28,2025-06-10,0,uncertain,0,0,0,0,0,,,,,,,,,,,,,,,,,uncertain,0,Medical_Healthcare,Seoul,Dongdaemun,0,other,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
